A,B,a,b,y,z,w,x,AS,BS,deltaA,deltaB,FER,Bratio
13,15,3.677,1.446,1.14,1.527,2.078,3.851,intermediate,intermediate,3.3060635226179,6.46481433393924,1.69471610302799,0.430987622262616
10,14,1.387,3.577,1.865,1.598,2.419,2.568,Over-destroyed,Over-defense,10,0,0,0
14,13,2.843,2.761,1.971,1.912,3.374,2.004,intermediate,intermediate,2.45969176052164,7.45808383233533,3.26536142356532,0.573698756333487
15,15,2.62,1.517,1.301,1.425,2.611,3.534,intermediate,intermediate,1.24090386824971,5.07215619694397,4.08746908340146,0.338143746462932
9,9,3.93,2.456,0.535,0.75,3.084,2.157,intermediate,Over-destroyed,5.60603112840467,9,1.60541384695471,1
14,9,2.796,2.961,1.953,1.295,3.597,3.816,Over-defense,intermediate,0,7.20361635220126,Inf,0.800401816911251
18,14,3.53,3.014,1.202,1.589,2.904,2.458,intermediate,Over-destroyed,7.07988980716253,14,2.54241245136187,1
11,17,3.689,3.706,1.604,0.92,2.869,3.687,Over-destroyed,intermediate,11,6.76403580146461,0.397884458909683,0.397884458909683
9,9,2.855,2.391,0.858,1.516,3.178,2.638,intermediate,intermediate,4.34140969162996,4.56823351023503,1.05224658226621,0.507581501137225
10,18,3.213,1.558,0.846,1.231,2.18,3.147,intermediate,intermediate,8.98348623853211,3.16873212583413,0.195960308707743,0.176040673657452
12,9,1.252,2.585,1.069,0.679,2.25,2.403,intermediate,intermediate,4.63866666666667,3.70911360799001,1.06614360678069,0.412123734221112
12,15,2.82,3.853,0.867,0.644,2.219,3.155,Over-destroyed,intermediate,12,7.66402535657686,0.510935023771791,0.510935023771791
11,11,1.112,2.562,1.231,1.29,3.64,2.184,intermediate,Over-defense,4.02225274725275,0,0,0
15,11,3.941,3.442,1.425,1.19,2.885,2.916,intermediate,Over-destroyed,5.71473136915078,11,2.62479529326136,1
13,17,1.364,1.593,0.726,1.812,2.552,3.072,intermediate,Over-defense,6.9134012539185,0,0,0
11,16,2.779,3.166,0.609,1.806,3.851,3.883,Over-destroyed,intermediate,11,0.430852433685294,0.0269282771053309,0.0269282771053309
18,10,3.137,3.8,1.733,1.639,3.628,3.209,intermediate,Over-destroyed,1.87596471885336,10,9.59506317954746,1
13,10,3.049,2.421,1.304,1.451,3.992,3.151,intermediate,intermediate,1.81813627254509,7.97429387496033,5.70176295032986,0.797429387496033
9,18,1.74,1.528,1.149,1.345,2.384,2.798,intermediate,Over-defense,7.19924496644295,0,0,0
12,10,1.405,3.061,0.791,0.996,2.023,3.076,intermediate,intermediate,10.4389520514088,2.24317295188556,0.257861855194498,0.224317295188557
14,18,1.757,1.129,1.128,1.163,3.695,3.299,intermediate,intermediate,1.22598105548038,1.11063958775386,0.704603702164672,0.0617021993196591
16,16,3.824,3.601,1.284,1.213,3.691,3.515,intermediate,intermediate,10.0438905445679,11.8850640113798,1.18331277692066,0.742816500711238
17,11,1.969,3.213,1.41,0.653,3.773,3.17,intermediate,intermediate,3.01431221839385,8.29337539432177,4.25205943236527,0.753943217665615
15,12,3.09,1.217,0.653,1.671,3.307,3.143,intermediate,intermediate,1.45418808587844,8.36716512885778,7.19229961559905,0.697263760738148
9,15,2.708,3.031,1.067,1.284,2.982,2.755,Over-destroyed,intermediate,9,1.85553539019964,0.123702359346642,0.123702359346642
15,10,3.595,3.313,1.04,1.143,2.744,2.822,intermediate,Over-destroyed,6.38848396501458,10,2.34797490017114,1
17,16,2.327,1.722,0.882,1.618,2.524,2.235,intermediate,intermediate,4.97543581616482,6.11677852348993,1.30623274449507,0.382298657718121
14,15,2.538,2.503,0.679,1.742,3.879,3.71,intermediate,intermediate,7.22840938386182,2.53423180592992,0.327220401233592,0.168948787061995
14,14,1.64,3.319,0.676,0.755,3.816,2.059,intermediate,intermediate,9.69654088050315,6.01748421563866,0.620580502861389,0.429820301117047
12,9,1.399,1.041,1.771,0.917,3.495,2.243,Over-defense,intermediate,0,3.80517164511815,Inf,0.422796849457572
13,11,2.814,1.018,0.758,1.839,3.464,3.307,intermediate,intermediate,0.387990762124712,4.94496522527971,15.0623426694261,0.449542293207246
11,11,1.98,2.403,1.172,1.577,2.149,2.274,intermediate,intermediate,6.30107026523965,1.94942832014072,0.309380508085253,0.177220756376429
18,13,1.916,3.689,1.545,0.849,2.497,2.399,intermediate,intermediate,8.06848217861434,9.77532305127136,1.67752278393211,0.751947927020874
12,18,1.581,1.775,1.137,0.876,2.286,3.436,intermediate,intermediate,8.00787401574803,0.932479627473807,0.0776302279181734,0.0518044237485448
17,15,3.583,3.513,1.366,0.641,2.438,2.211,intermediate,Over-destroyed,12.0890073831009,15,1.40623621619788,1
12,13,3.56,1.182,1.407,1.938,3.526,3.671,Over-defense,intermediate,0,4.77417597384909,Inf,0.367244305680699
14,16,1.411,2.509,0.523,1.709,2.352,2.802,intermediate,Over-defense,13.9549319727891,0,0,0
14,14,3.448,3.395,1.78,1.909,2.493,2.031,intermediate,intermediate,9.06939430405134,10.6085672082718,1.16971066122165,0.757754800590842
13,17,1.487,1.329,1.701,1.648,2.92,2.787,intermediate,Over-defense,0.164383561643836,0,0,0
9,17,2.162,1.922,0.929,1.847,2.881,3.464,intermediate,Over-defense,8.43908365150989,0,0,0
15,17,1.892,2.879,1.583,1.114,3.847,3.824,intermediate,intermediate,6.55003899142189,2.46914225941422,0.332617093979209,0.145243662318484
11,14,1.787,2.045,1.401,0.588,2.591,2.853,intermediate,intermediate,5.10189116171362,4.00455660708027,0.616719807303312,0.28603975764859
15,14,2.726,1.564,1.275,0.694,2.994,3.753,intermediate,intermediate,0.925517702070809,8.30642152944311,9.61595584078182,0.593315823531651
11,18,2.286,3.172,0.852,0.7,2.947,3.519,Over-destroyed,intermediate,11,3.56521739130435,0.198067632850242,0.198067632850242
18,18,1.869,2.544,0.594,1.613,3.659,3.202,intermediate,intermediate,9.59278491391091,1.43910056214866,0.150019058601195,0.079950031230481
10,16,2.022,2.556,1.09,1.844,3.789,2.724,intermediate,Over-defense,7.91660068619689,0,0,0
13,9,2.432,1.822,0.647,0.656,3.534,2.102,intermediate,Over-destroyed,2.26004527447651,9,5.75209715788156,1
15,12,2.391,3.149,1.668,0.526,2.701,3.863,intermediate,intermediate,4.72713809700111,7.6502718094745,2.02296602418063,0.637522650789542
18,10,2.063,2.937,0.832,1.342,2.231,3.953,intermediate,intermediate,6.45181532944868,5.99898811029598,1.67366516974619,0.599898811029598
11,10,3.442,2.479,1.381,1.654,3.977,2.485,intermediate,intermediate,2.41362836308775,8.58028169014085,3.91042382642558,0.858028169014085
13,18,3.73,2.362,0.6,0.512,3.104,2.9,intermediate,intermediate,11.1842783505155,13.5427586206897,0.874520547461415,0.752375478927203
16,18,3.542,2.773,1.718,1.193,2.908,2.556,intermediate,intermediate,7.71182943603852,13.7707355242566,1.58725681122262,0.765040862458703
12,18,2.139,3.971,1.73,0.573,2.822,3.339,Over-destroyed,intermediate,12,4.59838274932615,0.255465708295897,0.255465708295897
9,9,3.184,3.043,1.281,1.416,3.671,2.72,intermediate,intermediate,4.31980386815582,5.85,1.35422814982974,0.65
12,11,2.057,3.613,0.955,1.883,3.37,2.129,intermediate,intermediate,8.39258160237389,1.86519492719586,0.242447222892649,0.169563175199624
17,10,3.718,2.368,0.506,0.67,3.444,3.162,intermediate,Over-destroyed,4.3780487804878,10,3.88300835654596,1
11,9,3.513,3.712,1.386,1.272,2.262,3.409,intermediate,intermediate,8.02917771883289,7.97741273100616,1.21434242174072,0.886379192334018
14,10,3.454,2.638,1.836,1.243,2.63,2.438,intermediate,Over-destroyed,0.257034220532319,10,54.4674556213019,1
11,18,3.36,2.409,1.68,1.049,2.004,3.8,Over-destroyed,intermediate,11,4.75736842105263,0.264298245614035,0.264298245614035
18,18,2.38,1.2,1.36,0.664,3.965,3.221,Over-defense,intermediate,0,9.58956845700093,Inf,0.532753803166718
9,14,3.524,2.685,0.987,0.732,3.151,3.115,Over-destroyed,intermediate,9,6.89181380417336,0.492272414583811,0.492272414583811
13,14,2.033,1.751,1.272,0.852,2.341,3.378,intermediate,intermediate,3.40794532251175,4.29277679100059,1.16966368299002,0.306626913642899
9,9,3.683,3.36,1.712,1.366,3.319,3.432,intermediate,intermediate,4.46881590840615,6.07604895104895,1.35965523655147,0.67511655011655
13,11,1.176,1.71,1.909,1.692,3.746,2.035,Over-defense,Over-defense,0,0,NA,0
10,11,2.409,3.037,1.803,0.902,2.759,2.172,intermediate,intermediate,5.57339615802827,6.52302025782688,1.06398652600072,0.593001841620626
18,13,1.088,2.568,1.187,1.407,2.098,2.528,intermediate,intermediate,5.72831267874166,0.511471518987343,0.123630006548114,0.0393439629990264
16,10,1.106,1.458,0.826,1.706,2.082,2.959,intermediate,intermediate,0.655139289145053,0.214937478878,0.524926488004688,0.0214937478878
10,11,2.556,2.738,0.682,1.316,3.785,3.499,intermediate,intermediate,6.1553500660502,3.16776221777651,0.467850537084107,0.287978383434228
16,10,1.382,2.491,0.99,1.196,3.08,2.939,intermediate,intermediate,2.94480519480519,3.45423613473971,1.8767889384782,0.345423613473971
10,14,1.511,3.295,1.445,1.025,2.798,3.182,Over-destroyed,intermediate,10,0.238843494657449,0.0170602496183892,0.0170602496183892
18,10,1.628,3.378,1.234,1.09,2.258,3.546,intermediate,intermediate,5.12311780336581,5.19007332205302,1.82352472425244,0.519007332205302
11,11,2.738,3.131,0.547,1.134,3.781,2.023,intermediate,intermediate,7.51758793969849,8.72170044488383,1.16017271960687,0.792881858625803
15,14,1.933,1.106,1.342,0.799,3.221,3.213,Over-defense,intermediate,0,5.54279489573607,Inf,0.395913921124005
15,18,2.274,3.912,0.92,1.445,3.996,3.174,intermediate,intermediate,14.1681681681682,2.55198487712665,0.150100848538077,0.141776937618147
9,11,3.495,1.599,0.767,1.254,2.297,2.575,intermediate,intermediate,4.65215498476273,6.85864077669903,1.20623994671617,0.62351279788173
9,11,1.464,2.462,1.674,0.82,2.114,3.773,intermediate,intermediate,5.68401135288553,1.1015107341638,0.158556343271096,0.100137339469436
17,16,2.902,3.372,1.02,1.539,2.407,3.061,intermediate,intermediate,15.2106356460324,8.07252531852336,0.563885583122776,0.50453283240771
16,12,2.521,2.896,1.944,1.935,3.072,3.19,intermediate,intermediate,1.1875,5.36551724137931,6.02444041137327,0.447126436781609
18,13,2.485,3.795,1.081,1.375,2.669,3.014,intermediate,intermediate,11.1940801798426,8.91008626410086,1.10210417661111,0.685391251084682
15,10,2.679,3.777,1.513,1.251,2.873,3.581,intermediate,intermediate,5.24712843717369,7.72828818765708,2.20929074260087,0.772828818765708
9,16,2.204,1.294,1.011,1.169,2.427,2.689,intermediate,intermediate,4.78162340337866,0.42097433990331,0.0495225253474149,0.0263108962439569
13,9,3.119,2.849,0.694,1.199,2.763,3.969,intermediate,intermediate,6.01483894317771,7.49710254472159,1.80040533461603,0.833011393857955
17,17,2.961,1,1.166,1.14,2.129,2.231,Over-defense,intermediate,0,13.8758404303003,Inf,0.816225907664724
13,13,3.841,1.434,1.075,0.832,2.603,3.992,intermediate,intermediate,1.79293123319247,9.79884769539078,5.46526688474442,0.75375751503006
18,17,1.323,3.348,1.052,1.786,2.536,2.16,intermediate,Over-defense,14.9763406940063,0,0,0
10,9,3.149,1.81,1.492,1.116,2.587,2.395,intermediate,intermediate,0.529570931580981,8.9544885177453,18.7877224618063,0.994943168638367
11,9,2.714,3.219,1.472,0.503,2.716,4,intermediate,intermediate,4.70508100147275,6.33175,1.64477626487901,0.703527777777778
11,15,2.386,1.74,1.219,1.586,3.28,2.016,intermediate,intermediate,3.86920731707317,1.21825396825397,0.230896452470796,0.0812169312169312
9,10,3.342,3.366,0.785,1.63,3.961,2.18,intermediate,intermediate,6.71421358242868,6.32018348623853,0.847182632453158,0.632018348623853
10,11,2.104,1.605,1.316,1.859,2.54,2.164,intermediate,intermediate,1.76968503937008,0.273105360443623,0.140294795333563,0.0248277600403294
11,13,1.822,3.677,1.143,0.811,3.624,2.415,intermediate,intermediate,9.72075055187638,3.93333333333333,0.342381497235591,0.302564102564103
13,14,3.771,3.965,0.949,1.298,2.955,3.914,Over-destroyed,intermediate,13,7.88221768012264,0.563015548580188,0.563015548580188
10,18,3.108,1.98,0.705,0.609,3.119,3.91,intermediate,intermediate,9.16639948701507,5.14526854219949,0.311843546366643,0.285848252344416
13,13,3.753,1.44,1.237,1.175,2.849,3.276,intermediate,intermediate,0.926289926289925,10.2301587301587,11.0442297166435,0.786935286935287
12,13,2.174,1.787,1.451,2,2.239,3.867,intermediate,intermediate,2.59892809289862,0.022756658908715,0.0080826194238946,0.00175051222374731
17,12,1.528,2.303,1.516,1.962,2.767,3.918,intermediate,intermediate,0.673653776653416,0.620724859622256,1.30535929326588,0.051727071635188
9,12,2.826,3.671,1.607,1.017,3.949,2.994,intermediate,intermediate,7.49278298303368,4.4188376753507,0.44230938811619,0.368236472945892
18,9,3.207,1.928,1.034,1.269,3.589,2.114,Over-defense,Over-destroyed,0,9,Inf,1
12,9,2.268,1.681,1.595,0.518,3.523,3.46,Over-defense,intermediate,0,6.51849710982659,Inf,0.724277456647399
18,13,2.873,2.515,0.764,1.871,2.207,2.978,intermediate,intermediate,8.58314454009968,9.19778374748153,1.48376772890514,0.707521826729349
18,17,2.984,1.023,1.657,1.119,3.894,3.785,Over-defense,intermediate,0,9.16486129458388,Inf,0.539109487916699
15,18,2.597,2.157,1.818,0.55,3.115,2.462,intermediate,intermediate,3.70979133226324,11.8013809910642,2.65095345759525,0.655632277281343
12,11,1.076,2.415,1.307,1.827,2.928,2.47,intermediate,Over-defense,3.71618852459016,0,0,0
9,15,2.004,3.871,0.732,1.551,3.902,3.855,Over-destroyed,Over-defense,9,0,0,0
18,11,2.867,3.988,1.85,1.058,3.358,3.926,intermediate,intermediate,3.14711137581894,10.1803362200713,5.29334046595203,0.925485110915575
17,15,1.728,2.99,1.748,0.553,3.268,2.086,intermediate,intermediate,4.63096695226438,10.1059443911793,2.47322076823205,0.67372962607862
9,12,3.507,1.652,1.436,0.887,3.022,2.29,intermediate,intermediate,2.28325612177366,9.1349344978166,3.00062739700019,0.761244541484716
10,13,2.444,2.268,1.739,1.51,2.063,3.961,intermediate,intermediate,5.86233640329617,1.21433981317849,0.159340488900232,0.0934107548598838
16,17,3.636,1.399,1.251,1.792,3.71,3.562,intermediate,intermediate,1.01536388140162,7.77989893318361,7.21146177600803,0.457641113716683
18,13,2.256,1.452,0.738,1.721,2.658,2.348,intermediate,intermediate,2.1038374717833,7.76618398637138,5.1112207912946,0.597398768182414
17,18,3.037,1.746,0.976,1.275,3.476,3.284,intermediate,intermediate,4.26812428078251,8.73294762484775,1.93241417665552,0.485163756935986
16,12,3.354,2.767,1.184,1.974,3.632,2.341,intermediate,Over-destroyed,3.92621145374449,12,4.07517531556802,1
17,10,3.871,1.863,0.855,0.729,3.378,3.303,intermediate,Over-destroyed,1.21225577264654,10,14.0234432234432,1
14,17,3.061,3.16,0.553,0.946,2.102,2.497,Over-destroyed,intermediate,14,10.721665999199,0.630686235247002,0.630686235247002
12,12,3.02,2.609,1.886,0.882,2.431,2.442,intermediate,intermediate,3.56890168654875,10.5061425061425,2.94380272388571,0.875511875511875
16,15,1.734,1.047,1.193,0.802,2.016,3.135,Over-defense,intermediate,0,5.01244019138756,Inf,0.334162679425837
10,12,1.282,3.184,1.378,1.052,3.354,2.665,intermediate,intermediate,7.28324388789505,0.073545966228893,0.00841497362083494,0.00612883051907441
15,11,3.654,1.933,0.576,1.662,3.945,2.301,intermediate,Over-destroyed,3.19974651457541,11,4.68787134595579,1
18,12,3.947,2.474,1.841,1.75,2.795,3.1,Over-defense,Over-destroyed,0,12,Inf,1
18,15,2.638,1.112,1.228,1.304,3.769,2.309,Over-defense,intermediate,0,12.093546990039,Inf,0.806236466002598
14,11,3.982,2.626,1.83,0.612,3.421,2.145,intermediate,Over-destroyed,0.954691610640163,11,14.6644213104715,1
12,13,2.544,2.978,1.568,1.005,2.826,2.055,intermediate,intermediate,7.0410474168436,8.4978102189781,1.11405761748759,0.653677709152162
13,13,2.016,3.53,1.548,1.592,2.039,3.777,intermediate,intermediate,12.6365865620402,1.45935927985173,0.115486826500725,0.112258406142441
9,13,2.339,3.237,1.037,0.958,3.922,3.417,intermediate,intermediate,8.34982151963284,2.51594966344747,0.208604615244545,0.193534589495959
14,17,2.356,2.227,1.941,1.078,3.683,2.431,intermediate,intermediate,2.90116752647298,6.02961744138215,1.71157551549752,0.354683378904832
18,16,3.988,1.035,0.811,0.89,3.229,2.986,intermediate,Over-destroyed,0.60761845772685,16,29.6238532110092,1
15,14,3.818,1.487,1.34,1.084,3.1,3.644,intermediate,intermediate,0.231612903225806,11.5515916575192,53.4370286584404,0.825113689822801
18,11,2.568,3.883,1.93,0.556,3.252,2.681,intermediate,Over-destroyed,2.45172201722017,11,7.34177850244575,1
12,16,2.562,1.382,1.16,1.257,3.969,3.315,intermediate,intermediate,2.06399596875787,3.20723981900453,1.16542372207296,0.200452488687783
18,13,3.243,1.875,0.67,0.981,2.399,3.55,intermediate,intermediate,5.13338891204669,12.850985915493,3.46626236798661,0.988537378114843
14,17,1.493,3.724,1.501,1.745,3.366,3.029,intermediate,Over-defense,12.5650623885918,0,0,0
17,11,1.417,3.407,1.689,1.334,3.613,2.258,intermediate,intermediate,2.42568502629394,4.1696191319752,2.65655135373064,0.379056284725018
10,16,1.769,2.55,0.802,1.657,2.211,2.012,Over-destroyed,Over-defense,10,0,0,0
15,17,2.791,1.798,1.601,1.985,3.765,3.389,intermediate,intermediate,1.73997343957503,2.39598701681912,1.21502210506577,0.140940412754066
15,12,3.466,2.532,1.507,1.888,2.583,3.613,intermediate,intermediate,3.01161440185831,8.11901466924993,3.36987641256469,0.676584555770828
17,14,3.477,1.358,1.58,1.903,2.442,2.141,Over-defense,Over-destroyed,0,14,Inf,1
16,11,3.008,3.448,0.588,1.028,2.086,2.294,intermediate,Over-destroyed,13.6720997123682,11,1.17026647966339,1
11,13,1.546,3.413,1.871,0.879,3.761,3.902,intermediate,intermediate,6.32491358681202,1.42977960020502,0.191277476167952,0.109983046169617
14,17,1.141,3.959,1.175,0.952,3.205,2.489,Over-destroyed,Over-defense,14,0,0,0
10,18,3.571,1.851,1.806,0.896,2.204,2.677,intermediate,intermediate,6.92286751361161,7.31490474411655,0.587016284937333,0.406383596895364
17,14,3.501,3.642,0.899,0.861,2.814,3.354,intermediate,Over-destroyed,12.6883439943141,14,1.33981235121132,1
17,9,1.341,1.059,1.178,1.715,3.315,2,Over-defense,intermediate,0,3.681,Inf,0.409
15,12,1.705,2.902,0.503,1.862,3.194,2.712,intermediate,intermediate,8.54070131496556,1.19137168141593,0.174366781702155,0.0992809734513275
9,17,1.716,3.9,1.096,0.908,2.834,2.09,Over-destroyed,intermediate,9,0.00382775119617183,0.000225161835068931,0.000225161835068931
9,13,1.434,3.231,0.708,1.475,2.646,2.728,Over-destroyed,Over-defense,9,0,0,0
17,9,3.959,1.194,1.158,1.404,2.184,2.634,Over-defense,Over-destroyed,0,9,Inf,1
18,15,2.215,2.051,1.533,0.562,2.192,2.532,intermediate,intermediate,1.44662408759124,12.4170616113744,10.3001699345819,0.82780410742496
14,14,3.407,3.002,0.697,1.037,2.521,2.892,intermediate,intermediate,12.8004760015867,11.4730290456432,0.896297063032736,0.819502074688797
11,13,1.035,2.215,1.844,1.419,2.571,2.411,intermediate,Over-defense,3.31038506417736,0,0,0
10,17,2.397,2.89,1.043,0.911,3.566,3.01,Over-destroyed,intermediate,10,2.81827242524917,0.16578073089701,0.16578073089701
11,18,2.879,2.579,1.345,1.918,3.162,3.53,intermediate,Over-defense,10.0022137887413,0,0,0
10,18,1.44,3.624,1.017,1.519,2.364,3.945,Over-destroyed,Over-defense,10,0,0,0
9,9,3.313,1.622,0.887,1.363,2.509,2.818,intermediate,intermediate,2.63650856915106,6.2278211497516,2.36214712996625,0.691980127750177
16,10,3.196,1.569,1.416,1.178,3.44,3.319,Over-defense,Over-destroyed,0,10,Inf,1
14,11,3.613,1.288,0.752,1.768,2.055,3.272,intermediate,intermediate,1.7712895377129,9.51528117359413,6.83702895515243,0.86502556123583
14,14,1.1,1.816,0.849,1.457,3.703,3.886,intermediate,Over-defense,3.65595463137996,0,0,0
12,13,3.918,3.26,0.961,1.571,3.092,2.56,intermediate,intermediate,9.97671410090556,10.387890625,0.961120266492779,0.799068509615385
